"","shares","num_hrefs","num_imgs","num_videos","is_popular"
"28569",1500,16,10,0,"1"
"28570",917,13,2,0,"0"
"28571",3000,29,14,0,"1"
"28572",937,2,4,0,"0"
"28573",2600,1,3,1,"1"
"28574",2600,10,3,3,"1"
"28575",1200,6,5,0,"0"
"28576",1200,12,4,1,"0"
"28577",770,7,3,0,"0"
"28578",3400,1,0,1,"1"
"28579",784,8,15,1,"0"
"28580",587,2,1,0,"0"
"28581",1300,7,2,1,"0"
"28582",1000,12,2,0,"0"
"28583",1600,31,3,0,"1"
"28584",370,9,1,5,"0"
"28585",884,9,3,0,"0"
"28586",2500,4,1,2,"1"
"28587",1100,11,1,0,"0"
"28588",1600,18,0,1,"1"
"28589",1200,5,1,0,"0"
"28590",3300,10,13,0,"1"
"28591",1300,5,1,0,"0"
"28592",2100,8,1,0,"1"
"28593",621,3,1,0,"0"
"28594",1100,6,2,1,"0"
"28595",685,3,4,1,"0"
"28596",870,5,11,0,"0"
"28597",1500,15,13,2,"1"
"28598",964,16,3,0,"0"
"28599",931,5,11,0,"0"
"28600",1300,14,1,0,"0"
"28601",1000,3,1,1,"0"
"28602",2400,13,2,0,"1"
"28603",1300,6,2,1,"0"
"28604",900,7,1,0,"0"
"28605",1300,7,2,1,"0"
"28606",905,1,2,0,"0"
"28607",1600,8,1,0,"1"
"28608",3600,16,4,0,"1"
"28609",1100,1,0,2,"0"
"28610",971,18,15,1,"0"
"28611",549,11,1,0,"0"
"28612",1300,0,21,0,"0"
"28613",1000,7,5,0,"0"
"28614",571,3,0,1,"0"
"28615",1100,15,14,1,"0"
"28616",1100,7,19,0,"0"
"28617",12700,12,14,1,"1"
"28618",556,3,14,0,"0"
"28619",2500,1,28,0,"1"
"28620",946,3,1,2,"0"
"28621",6100,12,14,0,"1"
"28622",915,1,1,1,"0"
"28623",1100,8,2,1,"0"
"28624",928,2,1,1,"0"
"28625",3600,33,1,1,"1"
"28626",995,3,1,0,"0"
"28627",1600,8,1,0,"1"
"28628",2000,6,9,1,"1"
"28629",828,26,8,1,"0"
"28630",444,6,1,0,"0"
"28631",732,4,1,0,"0"
"28632",470,3,1,0,"0"
"28633",6900,5,1,0,"1"
"28634",2100,7,1,1,"1"
"28635",4100,29,23,3,"1"
"28636",1900,6,2,2,"1"
"28637",2400,20,16,0,"1"
"28638",810,16,14,0,"0"
"28639",799,3,1,2,"0"
"28640",1900,4,2,0,"1"
"28641",1100,12,3,0,"0"
"28642",24800,24,9,3,"1"
"28643",2100,5,2,0,"1"
"28644",761,9,1,0,"0"
"28645",919,15,25,0,"0"
"28646",772,2,14,1,"0"
"28647",1200,8,1,0,"0"
"28648",687,5,10,1,"0"
"28649",3400,5,2,0,"1"
"28650",1300,0,9,0,"0"
"28651",909,9,0,1,"0"
"28652",20400,6,5,0,"1"
"28653",57,1,1,0,"0"
"28654",481,6,1,0,"0"
"28655",994,8,1,0,"0"
"28656",1500,4,1,0,"1"
"28657",549,6,1,0,"0"
"28658",795,4,0,0,"0"
"28659",8200,19,2,2,"1"
"28660",830,17,16,1,"0"
"28661",593,7,2,0,"0"
"28662",801,1,1,0,"0"
"28663",2600,3,0,2,"1"
"28664",3500,9,2,0,"1"
"28665",4100,0,25,0,"1"
"28666",753,11,1,0,"0"
"28667",861,6,1,0,"0"
"28668",2100,7,1,0,"1"
"28669",883,0,2,0,"0"
"28670",791,5,1,0,"0"
"28671",27700,4,6,3,"1"
"28672",1400,2,0,2,"1"
"28673",620,11,1,0,"0"
"28674",1700,4,0,2,"1"
"28675",1400,13,8,0,"1"
"28676",2400,12,1,0,"1"
"28677",3100,8,2,0,"1"
"28678",719,11,4,3,"0"
"28679",2100,2,1,1,"1"
"28680",1300,12,4,0,"0"
"28681",2300,5,1,1,"1"
"28682",3600,8,0,0,"1"
"28683",2800,2,1,0,"1"
"28684",1000,11,1,1,"0"
"28685",706,4,1,0,"0"
"28686",2700,14,11,0,"1"
"28687",2100,9,1,0,"1"
"28688",1400,10,5,0,"1"
"28689",3100,4,1,0,"1"
"28690",1400,7,0,2,"1"
"28691",3600,2,1,1,"1"
"28692",712,2,15,0,"0"
"28693",1100,68,2,0,"0"
"28694",1200,6,0,1,"0"
"28695",35,1,1,0,"0"
"28696",921,1,1,0,"0"
"28697",4600,8,1,0,"1"
"28698",927,4,2,0,"0"
"28699",7500,18,0,18,"1"
"28700",8300,9,1,1,"1"
"28701",1800,9,2,1,"1"
"28702",454,20,17,0,"0"
"28703",1100,1,2,3,"0"
"28704",1400,3,7,0,"1"
"28705",2200,9,1,0,"1"
"28706",2400,5,1,1,"1"
"28707",2300,18,10,0,"1"
"28708",1800,6,2,0,"1"
"28709",1500,5,1,0,"1"
"28710",936,21,17,1,"0"
"28711",1800,3,1,0,"1"
"28712",2300,37,1,21,"1"
"28713",2000,8,1,0,"1"
"28714",7000,7,2,1,"1"
"28715",2900,4,1,0,"1"
"28716",456,2,1,1,"0"
"28717",2300,12,37,1,"1"
"28718",1000,8,37,0,"0"
"28719",1400,54,37,0,"1"
"28720",788,4,7,10,"0"
"28721",11100,4,2,0,"1"
"28722",5600,10,5,0,"1"
"28723",1500,13,1,1,"1"
"28724",859,15,2,2,"0"
"28725",2700,5,15,1,"1"
"28726",1800,11,1,0,"1"
"28727",1500,23,3,0,"1"
"28728",7700,7,6,0,"1"
"28729",910,7,1,0,"0"
"28730",9000,3,0,5,"1"
"28731",1000,8,1,0,"0"
"28732",5600,13,13,0,"1"
"28733",725,8,1,1,"0"
"28734",760,0,13,0,"0"
"28735",1500,25,2,22,"1"
"28736",1100,14,6,5,"0"
"28737",1900,12,1,1,"1"
"28738",1200,4,1,2,"0"
"28739",1400,18,1,0,"1"
"28740",1200,2,1,1,"0"
"28741",1100,6,1,0,"0"
"28742",2300,3,3,0,"1"
"28743",951,16,22,1,"0"
"28744",2400,16,11,0,"1"
"28745",1100,2,0,2,"0"
"28746",3500,16,3,1,"1"
"28747",1600,16,13,2,"1"
"28748",2100,10,9,0,"1"
"28749",1400,4,0,2,"1"
"28750",9600,12,11,1,"1"
"28751",5200,4,1,1,"1"
"28752",587,2,1,0,"0"
"28753",903,6,1,1,"0"
"28754",783,14,2,2,"0"
"28755",1800,15,6,0,"1"
"28756",1300,6,1,0,"0"
"28757",24000,44,21,0,"1"
"28758",1800,10,1,0,"1"
"28759",1100,19,1,0,"0"
"28760",5800,19,0,16,"1"
"28761",1500,12,2,0,"1"
"28762",1900,7,5,0,"1"
"28763",2700,34,4,2,"1"
"28764",3000,12,1,1,"1"
"28765",2300,2,3,3,"1"
"28766",3300,9,1,0,"1"
"28767",48000,17,15,0,"1"
"28768",1200,8,14,0,"0"
"28769",1600,5,1,1,"1"
"28770",3900,8,1,1,"1"
"28771",2800,12,1,0,"1"
"28772",2000,10,1,0,"1"
"28773",1700,10,1,0,"1"
"28774",1700,24,4,0,"1"
"28775",5100,13,10,0,"1"
"28776",2900,4,1,0,"1"
"28777",1700,10,1,1,"1"
"28778",1800,11,1,4,"1"
"28779",6600,10,1,2,"1"
"28780",1100,15,6,0,"0"
"28781",940,3,2,0,"0"
"28782",6800,14,12,2,"1"
"28783",1700,23,1,15,"1"
"28784",4300,16,3,0,"1"
"28785",2800,23,2,3,"1"
"28786",2900,13,4,1,"1"
"28787",6200,3,2,1,"1"
"28788",6200,58,15,1,"1"
"28789",10400,3,10,1,"1"
"28790",5600,67,64,1,"1"
"28791",895,15,1,0,"0"
"28792",1100,31,13,3,"0"
"28793",2300,10,9,0,"1"
"28794",1200,8,2,0,"0"
"28795",3900,54,48,0,"1"
"28796",4900,22,17,1,"1"
"28797",1100,7,7,2,"0"
"28798",2500,6,1,0,"1"
"28799",2100,15,3,0,"1"
"28800",893,1,3,0,"0"
"28801",1300,3,1,2,"0"
"28802",11500,5,2,2,"1"
"28803",3800,0,10,1,"1"
"28804",5900,5,0,1,"1"
"28805",8900,7,11,0,"1"
"28806",2100,4,0,1,"1"
"28807",1100,10,0,1,"0"
"28808",3800,30,12,6,"1"
"28809",1500,14,4,4,"1"
"28810",906,9,19,2,"0"
"28811",11800,7,2,1,"1"
"28812",1400,3,1,0,"1"
"28813",4800,3,6,0,"1"
"28814",7800,9,3,0,"1"
"28815",785,9,6,1,"0"
"28816",4600,4,0,1,"1"
"28817",7800,1,3,0,"1"
"28818",20700,21,0,1,"1"
"28819",1200,0,18,0,"0"
"28820",788,3,0,2,"0"
"28821",1200,8,1,1,"0"
"28822",10700,15,14,0,"1"
"28823",740,3,1,0,"0"
"28824",708,15,3,1,"0"
"28825",1000,20,14,1,"0"
"28826",629,10,1,0,"0"
"28827",27700,10,1,0,"1"
"28828",1200,5,1,1,"0"
"28829",22800,6,1,2,"1"
"28830",3200,6,30,1,"1"
"28831",848,42,17,1,"0"
"28832",1100,3,2,0,"0"
"28833",1200,13,7,3,"0"
"28834",1100,11,2,0,"0"
"28835",3100,15,1,0,"1"
"28836",800,12,6,0,"0"
"28837",1300,7,33,0,"0"
"28838",1200,87,33,0,"0"
"28839",1400,8,1,0,"1"
"28840",2500,50,28,0,"1"
"28841",2700,4,12,1,"1"
"28842",713,4,2,0,"0"
"28843",873,9,1,0,"0"
"28844",913,17,1,0,"0"
"28845",1000,5,1,1,"0"
"28846",1600,3,2,1,"1"
"28847",825,10,2,0,"0"
"28848",1800,6,3,0,"1"
"28849",1200,1,1,0,"0"
"28850",1000,21,1,1,"0"
"28851",859,14,2,1,"0"
"28852",5300,7,2,1,"1"
"28853",1100,0,0,1,"0"
"28854",2700,11,1,1,"1"
"28855",2500,6,1,0,"1"
"28856",755,10,1,0,"0"
"28857",4400,25,3,0,"1"
"28858",3000,13,1,0,"1"
"28859",4100,4,2,2,"1"
"28860",1600,10,10,4,"1"
"28861",8500,9,0,2,"1"
"28862",1100,9,1,0,"0"
"28863",1500,124,51,26,"1"
"28864",1300,8,1,0,"0"
"28865",643,2,0,2,"0"
"28866",1000,4,3,1,"0"
"28867",1700,41,1,24,"1"
"28868",861,13,22,0,"0"
"28869",1700,7,3,1,"1"
"28870",1100,12,5,0,"0"
"28871",712,8,1,0,"0"
"28872",1900,9,1,1,"1"
"28873",1200,24,22,0,"0"
"28874",13300,25,10,2,"1"
"28875",1500,8,2,0,"1"
"28876",1300,5,1,1,"0"
"28877",985,5,2,0,"0"
"28878",945,4,1,1,"0"
"28879",2200,29,1,0,"1"
"28880",1700,6,0,2,"1"
"28881",1200,8,1,0,"0"
"28882",1200,3,1,0,"0"
"28883",547,2,3,0,"0"
"28884",680,5,2,2,"0"
"28885",1100,17,12,1,"0"
"28886",1800,6,3,0,"1"
"28887",1300,4,1,0,"0"
"28888",2600,30,2,21,"1"
"28889",4300,24,23,0,"1"
"28890",2200,10,3,1,"1"
"28891",608,33,11,1,"0"
"28892",952,8,1,2,"0"
"28893",3300,13,1,0,"1"
"28894",1600,11,6,1,"1"
"28895",2600,14,9,1,"1"
"28896",3100,6,3,0,"1"
"28897",5100,6,1,0,"1"
"28898",492,5,1,1,"0"
"28899",1800,44,6,8,"1"
"28900",3900,8,5,1,"1"
"28901",1800,3,1,1,"1"
"28902",1300,6,3,0,"0"
"28903",1400,4,3,0,"1"
"28904",1800,22,20,0,"1"
"28905",1900,3,1,5,"1"
"28906",1500,5,2,0,"1"
"28907",822,6,3,0,"0"
"28908",2500,44,20,0,"1"
"28909",6600,6,1,2,"1"
"28910",2000,14,12,1,"1"
"28911",989,14,4,0,"0"
"28912",1700,15,1,0,"1"
"28913",20200,6,1,0,"1"
"28914",693,11,2,0,"0"
"28915",2600,12,10,1,"1"
"28916",10600,0,0,1,"1"
"28917",570,16,1,0,"0"
"28918",3400,6,1,1,"1"
"28919",4000,16,10,2,"1"
"28920",3600,13,1,0,"1"
"28921",1100,8,1,1,"0"
"28922",3800,6,1,0,"1"
"28923",648,6,1,0,"0"
"28924",2100,10,1,0,"1"
"28925",1700,44,8,1,"1"
"28926",6900,3,2,1,"1"
"28927",2400,6,2,1,"1"
"28928",2400,5,1,0,"1"
"28929",2000,2,0,2,"1"
"28930",773,5,16,0,"0"
"28931",1500,5,2,0,"1"
"28932",2200,7,2,1,"1"
"28933",1200,10,1,0,"0"
"28934",900,5,2,4,"0"
"28935",1600,12,2,0,"1"
"28936",1200,5,1,0,"0"
"28937",851,9,1,0,"0"
"28938",841,2,3,1,"0"
"28939",1600,21,1,2,"1"
"28940",1900,5,1,0,"1"
"28941",10500,10,1,0,"1"
"28942",2500,5,1,0,"1"
"28943",707,3,6,1,"0"
"28944",8100,7,0,2,"1"
"28945",1000,8,1,0,"0"
"28946",759,6,1,0,"0"
"28947",1100,11,1,1,"0"
"28948",557,14,2,13,"0"
"28949",987,3,1,0,"0"
"28950",1700,5,5,0,"1"
"28951",1300,7,1,2,"0"
"28952",3300,17,1,0,"1"
"28953",1600,14,1,0,"1"
"28954",989,13,10,0,"0"
"28955",1200,5,1,0,"0"
"28956",964,13,1,9,"0"
"28957",993,11,1,0,"0"
"28958",5200,3,0,1,"1"
"28959",621,2,1,1,"0"
"28960",930,18,13,2,"0"
"28961",819,22,11,1,"0"
"28962",1400,4,2,1,"1"
"28963",2100,10,1,0,"1"
"28964",33100,19,0,16,"1"
"28965",2000,7,2,1,"1"
"28966",826,1,1,0,"0"
"28967",847,5,2,0,"0"
"28968",2400,5,2,2,"1"
"28969",8000,4,2,0,"1"
"28970",1200,5,1,0,"0"
"28971",864,8,1,1,"0"
"28972",2100,26,5,3,"1"
"28973",12200,10,3,0,"1"
"28974",1400,21,1,7,"1"
"28975",3900,5,2,0,"1"
"28976",2000,4,1,1,"1"
"28977",960,4,2,0,"0"
"28978",596,4,1,0,"0"
"28979",12200,2,7,1,"1"
"28980",860,17,17,1,"0"
"28981",9000,17,3,1,"1"
"28982",39000,29,0,21,"1"
"28983",1500,4,0,2,"1"
"28984",500,5,1,0,"0"
"28985",731,10,1,0,"0"
"28986",2200,8,12,1,"1"
"28987",8600,34,5,8,"1"
"28988",2200,20,2,2,"1"
"28989",1200,11,2,0,"0"
"28990",105400,21,0,2,"1"
"28991",3400,13,1,0,"1"
"28992",2000,4,6,0,"1"
"28993",1600,10,1,1,"1"
"28994",2800,6,2,1,"1"
"28995",9800,16,11,1,"1"
"28996",1600,11,2,0,"1"
"28997",1100,10,1,0,"0"
"28998",2700,5,3,0,"1"
"28999",1300,4,2,0,"0"
"29000",524,0,0,1,"0"
"29001",888,13,1,1,"0"
"29002",769,0,0,1,"0"
"29003",574,4,2,0,"0"
"29004",1500,10,1,0,"1"
"29005",1800,17,6,0,"1"
"29006",876,7,1,1,"0"
"29007",821,11,1,0,"0"
"29008",681,1,1,0,"0"
"29009",1600,39,8,0,"1"
"29010",3400,12,7,1,"1"
"29011",744,12,1,0,"0"
"29012",2000,3,1,0,"1"
"29013",10900,22,18,2,"1"
"29014",971,35,16,1,"0"
"29015",1600,6,1,1,"1"
"29016",448,3,2,0,"0"
"29017",128,1,2,0,"0"
"29018",3000,30,1,0,"1"
"29019",2200,5,0,2,"1"
"29020",26700,7,8,2,"1"
"29021",25900,12,3,0,"1"
"29022",10800,1,8,0,"1"
"29023",3100,39,1,2,"1"
"29024",1300,4,2,3,"0"
"29025",1200,6,2,0,"0"
"29026",1800,3,2,0,"1"
"29027",5400,6,4,4,"1"
"29028",3100,31,9,0,"1"
"29029",832,10,1,0,"0"
"29030",1100,6,0,2,"0"
"29031",1200,10,2,1,"0"
"29032",478,10,1,1,"0"
"29033",1400,7,2,0,"1"
"29034",1200,4,2,0,"0"
"29035",1600,10,1,0,"1"
"29036",1700,32,2,5,"1"
"29037",787,2,0,2,"0"
"29038",2000,9,6,1,"1"
"29039",3000,17,23,1,"1"
"29040",1500,8,2,0,"1"
"29041",1100,10,2,0,"0"
"29042",6700,7,3,2,"1"
"29043",1200,13,2,1,"0"
"29044",709,11,1,0,"0"
"29045",965,11,2,0,"0"
"29046",865,3,0,1,"0"
"29047",1100,7,3,0,"0"
"29048",2900,14,3,1,"1"
"29049",858,8,2,0,"0"
"29050",496,10,14,1,"0"
"29051",558,14,8,1,"0"
"29052",572,8,1,0,"0"
"29053",3700,22,11,0,"1"
"29054",1300,10,2,0,"0"
"29055",1100,13,2,1,"0"
"29056",844,2,2,0,"0"
"29057",3100,20,1,10,"1"
"29058",2800,4,1,1,"1"
"29059",625,6,2,0,"0"
"29060",1400,2,1,0,"1"
"29061",1200,0,0,1,"0"
"29062",941,7,7,0,"0"
"29063",1100,24,11,1,"0"
"29064",39300,3,2,2,"1"
"29065",1400,11,1,0,"1"
"29066",2100,11,1,0,"1"
"29067",3200,7,1,1,"1"
"29068",3900,4,1,0,"1"
"29069",1200,12,8,0,"0"
"29070",2400,4,3,2,"1"
"29071",1700,20,23,0,"1"
"29072",807,9,1,0,"0"
"29073",707,11,1,0,"0"
"29074",4200,8,1,0,"1"
"29075",797,1,0,2,"0"
"29076",3400,10,10,0,"1"
"29077",851,27,0,21,"0"
"29078",3100,43,20,2,"1"
"29079",977,7,1,0,"0"
"29080",1400,1,1,2,"1"
"29081",911,7,1,0,"0"
"29082",1100,0,2,0,"0"
"29083",3500,4,2,1,"1"
"29084",2200,5,5,0,"1"
"29085",1600,1,1,1,"1"
"29086",1100,5,0,1,"0"
"29087",918,13,9,3,"0"
"29088",1100,3,0,1,"0"
"29089",5500,4,2,0,"1"
"29090",577,5,1,0,"0"
"29091",2100,4,0,2,"1"
"29092",3700,13,4,0,"1"
"29093",4200,2,2,1,"1"
"29094",1200,11,1,0,"0"
"29095",6300,4,1,0,"1"
"29096",642,11,1,0,"0"
"29097",1300,46,9,0,"0"
"29098",1600,21,2,0,"1"
"29099",3800,34,2,0,"1"
"29100",1600,0,2,2,"1"
"29101",507,2,2,0,"0"
"29102",1700,0,0,1,"1"
"29103",2300,16,1,1,"1"
"29104",1900,2,8,1,"1"
"29105",2600,13,1,0,"1"
"29106",14100,4,0,2,"1"
"29107",36600,6,3,1,"1"
"29108",31900,57,9,7,"1"
"29109",1800,0,16,1,"1"
"29110",916,13,3,0,"0"
"29111",1100,12,2,2,"0"
"29112",1400,9,1,0,"1"
"29113",765,7,14,1,"0"
"29114",1400,34,1,0,"1"
"29115",6700,5,1,0,"1"
"29116",1300,8,1,0,"0"
"29117",1500,3,3,0,"1"
"29118",2700,6,0,2,"1"
"29119",1600,17,1,26,"1"
"29120",1700,16,28,10,"1"
"29121",960,13,1,0,"0"
"29122",2000,13,1,5,"1"
"29123",1400,24,2,0,"1"
"29124",2400,5,2,0,"1"
"29125",1300,5,1,0,"0"
"29126",3800,11,1,0,"1"
"29127",1300,5,0,2,"0"
"29128",1400,3,1,1,"1"
"29129",599,16,7,1,"0"
"29130",909,52,0,51,"0"
"29131",2000,3,2,0,"1"
"29132",1000,4,1,0,"0"
"29133",569,5,2,1,"0"
"29134",850,12,3,2,"0"
"29135",764,8,1,1,"0"
"29136",1200,7,1,0,"0"
"29137",1100,7,3,0,"0"
"29138",2100,15,10,0,"1"
"29139",1500,13,1,4,"1"
"29140",3800,13,2,6,"1"
"29141",983,9,1,1,"0"
"29142",2100,0,2,1,"1"
"29143",730,0,1,1,"0"
"29144",1300,28,0,21,"0"
"29145",1800,12,5,0,"1"
"29146",1200,5,2,0,"0"
"29147",1400,43,8,0,"1"
"29148",990,9,1,0,"0"
"29149",1800,2,2,0,"1"
"29150",2000,22,2,0,"1"
"29151",4600,36,3,1,"1"
"29152",3800,5,1,0,"1"
"29153",1500,34,1,2,"1"
"29154",5700,21,1,2,"1"
"29155",1600,10,1,0,"1"
"29156",1300,1,2,0,"0"
"29157",1000,6,1,0,"0"
"29158",1500,7,2,0,"1"
"29159",844,1,14,0,"0"
"29160",573,0,0,1,"0"
"29161",945,13,1,1,"0"
"29162",1400,9,1,0,"1"
"29163",1000,0,5,0,"0"
"29164",1900,3,2,1,"1"
"29165",882,4,1,0,"0"
"29166",2600,8,1,0,"1"
"29167",1300,8,1,0,"0"
"29168",2500,2,1,0,"1"
"29169",7700,16,0,11,"1"
"29170",1100,13,1,0,"0"
"29171",750,11,2,1,"0"
"29172",1100,11,1,9,"0"
"29173",1400,7,1,1,"1"
"29174",3600,3,2,0,"1"
"29175",2600,9,1,0,"1"
"29176",2500,2,2,1,"1"
"29177",870,4,2,0,"0"
"29178",4900,14,4,1,"1"
"29179",759,6,11,2,"0"
"29180",1000,49,1,0,"0"
"29181",1300,16,1,0,"0"
"29182",962,0,0,1,"0"
"29183",20000,16,6,0,"1"
"29184",1600,6,1,1,"1"
"29185",5000,21,17,1,"1"
"29186",2000,5,1,0,"1"
"29187",987,6,1,0,"0"
"29188",1500,10,1,1,"1"
"29189",1600,49,26,2,"1"
"29190",1500,19,25,3,"1"
"29191",1900,1,21,0,"1"
"29192",945,8,1,1,"0"
"29193",11100,28,2,21,"1"
"29194",1600,30,7,9,"1"
"29195",854,5,1,2,"0"
"29196",674,19,15,1,"0"
"29197",1500,2,0,2,"1"
"29198",1200,4,1,1,"0"
"29199",1100,3,1,0,"0"
"29200",1400,9,2,0,"1"
"29201",4300,2,1,0,"1"
"29202",1300,0,3,0,"0"
"29203",3300,27,0,21,"1"
"29204",2600,5,3,0,"1"
"29205",1400,7,1,1,"1"
"29206",6500,16,1,0,"1"
"29207",709,3,2,0,"0"
"29208",6000,10,1,1,"1"
"29209",1100,3,1,0,"0"
"29210",2300,1,2,0,"1"
"29211",1100,22,1,0,"0"
"29212",1900,7,2,1,"1"
"29213",1900,2,20,1,"1"
"29214",928,9,2,0,"0"
"29215",1400,8,22,0,"1"
"29216",1000,9,1,0,"0"
"29217",1800,5,2,0,"1"
"29218",1400,4,1,0,"1"
"29219",1800,17,6,0,"1"
"29220",2300,14,2,1,"1"
"29221",3200,13,3,1,"1"
"29222",820,3,1,0,"0"
"29223",1400,16,11,1,"1"
"29224",8600,25,11,0,"1"
"29225",780,11,1,0,"0"
"29226",2000,18,2,3,"1"
"29227",4400,19,1,0,"1"
"29228",1700,9,2,0,"1"
"29229",2000,6,1,0,"1"
"29230",43000,17,5,1,"1"
"29231",819,10,1,0,"0"
"29232",830,21,10,1,"0"
"29233",3800,5,1,1,"1"
"29234",2700,51,25,1,"1"
"29235",1700,10,1,1,"1"
"29236",1200,9,4,1,"0"
"29237",1600,7,12,0,"1"
"29238",4500,1,6,0,"1"
"29239",1100,7,1,2,"0"
"29240",2700,12,1,0,"1"
"29241",1900,11,1,0,"1"
"29242",957,22,21,0,"0"
"29243",1800,8,1,1,"1"
"29244",4300,8,1,0,"1"
"29245",4900,71,4,2,"1"
"29246",1200,31,1,21,"0"
"29247",3000,14,23,1,"1"
"29248",1800,2,1,1,"1"
"29249",7200,5,0,2,"1"
"29250",966,13,6,0,"0"
"29251",2700,21,11,0,"1"
"29252",4600,30,15,1,"1"
"29253",1300,13,10,0,"0"
"29254",5800,10,3,0,"1"
"29255",6100,10,31,0,"1"
"29256",3400,3,1,1,"1"
"29257",3800,27,12,0,"1"
"29258",7000,10,3,1,"1"
"29259",1300,8,2,3,"0"
"29260",2000,1,3,0,"1"
"29261",9300,13,1,0,"1"
"29262",1100,10,3,0,"0"
"29263",2300,38,4,5,"1"
"29264",2700,9,0,2,"1"
"29265",3500,7,2,0,"1"
"29266",1300,2,0,1,"0"
"29267",3100,8,0,0,"1"
"29268",2000,5,1,0,"1"
"29269",2300,2,0,0,"1"
"29270",3600,3,4,1,"1"
"29271",1200,2,1,0,"0"
"29272",1600,4,0,1,"1"
"29273",1200,0,11,0,"0"
"29274",1700,10,3,0,"1"
"29275",3300,3,3,1,"1"
"29276",1800,8,1,0,"1"
"29277",17300,30,15,1,"1"
"29278",2000,11,3,0,"1"
"29279",713,1,1,0,"0"
"29280",1100,0,17,0,"0"
"29281",9800,1,15,0,"1"
"29282",2000,8,1,0,"1"
"29283",1800,5,1,1,"1"
"29284",1600,6,0,2,"1"
"29285",1700,2,11,0,"1"
"29286",4900,5,1,0,"1"
"29287",882,1,14,0,"0"
"29288",981,3,1,0,"0"
"29289",1400,26,25,1,"1"
"29290",1800,4,2,5,"1"
"29291",934,7,2,0,"0"
"29292",6500,3,8,0,"1"
"29293",4700,40,15,1,"1"
"29294",18800,6,1,1,"1"
"29295",2200,10,11,0,"1"
"29296",980,4,2,0,"0"
"29297",409,3,0,2,"0"
"29298",791,4,2,0,"0"
"29299",821,7,1,10,"0"
"29300",1300,10,1,0,"0"
"29301",2800,20,1,1,"1"
"29302",4000,21,3,1,"1"
"29303",1700,7,0,1,"1"
"29304",2300,8,2,0,"1"
"29305",2900,11,0,1,"1"
"29306",776,1,3,1,"0"
"29307",2100,0,1,0,"1"
"29308",874,2,0,2,"0"
"29309",928,0,8,0,"0"
"29310",2000,3,0,9,"1"
"29311",885,3,1,1,"0"
"29312",1500,10,3,0,"1"
"29313",731,3,0,2,"0"
"29314",1200,0,0,1,"0"
"29315",877,30,2,0,"0"
"29316",2800,16,1,0,"1"
"29317",639,10,1,1,"0"
"29318",1000,7,1,1,"0"
"29319",2300,9,3,0,"1"
"29320",1500,6,1,0,"1"
"29321",3700,21,6,1,"1"
"29322",797,2,1,0,"0"
"29323",3300,10,1,0,"1"
"29324",2600,0,11,0,"1"
"29325",936,7,4,0,"0"
"29326",3100,0,0,1,"1"
"29327",2400,2,2,1,"1"
"29328",1000,9,2,0,"0"
"29329",4700,12,1,1,"1"
"29330",1000,12,2,3,"0"
"29331",1300,8,1,0,"0"
"29332",1700,3,1,0,"1"
"29333",3000,18,1,11,"1"
"29334",1100,6,1,0,"0"
"29335",3000,7,1,1,"1"
"29336",3300,21,10,2,"1"
"29337",11300,7,2,0,"1"
"29338",834,1,3,0,"0"
"29339",939,18,7,0,"0"
"29340",2200,3,0,0,"1"
"29341",1000,12,2,3,"0"
"29342",2600,12,2,1,"1"
"29343",1900,14,5,1,"1"
"29344",727,9,1,1,"0"
"29345",4500,1,11,0,"1"
"29346",1100,5,2,0,"0"
"29347",1300,14,14,1,"0"
"29348",4000,3,10,0,"1"
"29349",849,4,1,0,"0"
"29350",1200,6,1,0,"0"
"29351",1900,15,12,6,"1"
"29352",1000,5,2,0,"0"
"29353",826,3,3,1,"0"
"29354",916,3,0,1,"0"
"29355",3300,16,12,0,"1"
"29356",1100,14,1,2,"0"
"29357",1200,12,1,0,"0"
"29358",16500,5,1,0,"1"
"29359",534,11,1,0,"0"
"29360",1200,25,2,19,"0"
"29361",3200,5,1,1,"1"
"29362",1300,11,1,0,"0"
"29363",965,7,0,2,"0"
"29364",845,2,0,2,"0"
"29365",6200,2,2,0,"1"
"29366",705,0,0,1,"0"
"29367",3800,10,3,0,"1"
"29368",4400,31,14,1,"1"
"29369",1100,34,23,0,"0"
"29370",1100,7,1,0,"0"
"29371",4000,9,3,0,"1"
"29372",1300,5,3,0,"0"
"29373",1300,1,1,0,"0"
"29374",1400,5,4,0,"1"
"29375",921,36,16,0,"0"
"29376",1600,27,12,0,"1"
"29377",1100,1,5,0,"0"
"29378",4100,5,1,1,"1"
"29379",1200,6,1,0,"0"
"29380",1400,7,1,0,"1"
"29381",1900,7,1,0,"1"
"29382",1300,7,2,0,"0"
"29383",1100,10,1,0,"0"
"29384",12900,26,2,2,"1"
"29385",1400,17,0,16,"1"
"29386",723,20,2,2,"0"
"29387",4800,10,3,1,"1"
"29388",4400,9,27,2,"1"
"29389",2300,1,1,0,"1"
"29390",2300,9,1,2,"1"
"29391",6900,9,2,2,"1"
"29392",7700,15,1,0,"1"
"29393",782,6,3,3,"0"
"29394",1100,7,2,0,"0"
"29395",1300,10,1,2,"0"
"29396",1100,10,1,1,"0"
"29397",1000,5,1,1,"0"
"29398",1700,10,1,1,"1"
"29399",1700,12,2,0,"1"
"29400",1000,20,7,4,"0"
"29401",3900,4,1,0,"1"
"29402",1400,8,0,1,"1"
